Zone,Nom,Catégorie,Statut,Adresse,Latitude,Longitude,Image
Gauthier,Oh My Bun,Restaurant,Formel,Oh My Bun,33.5886854,-7.6317411,icons/restaurant.png
Gauthier,Dahab Café,Café,Formel,Dahab Café,33.5887839,-7.6323473,icons/cafe.png
Gauthier,Niya,Restaurant,Formel,Niya,33.5886969,-7.632462,icons/restaurant.png
Ancienne Medina,Green Black,Café,Formel,Green Black,33.607696,-7.6208604,icons/cafe.png
Ancienne Medina,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.6023317,-7.62182,icons/bakery.png
Ancienne Medina,La Mass,Restaurant,Formel,La Mass,33.6023944,-7.6216848,icons/restaurant.png
Sour Jdid,Bambou Panda,Restaurant,Formel,Bambou Panda,33.6058793,-7.628809,icons/restaurant.png
Sour Jdid,Cappadocia,Café,Formel,Cappadocia,33.6062625,-7.62939,icons/cafe.png
Sour Jdid,Le Melliber,Restaurant,Formel,Boulevard Moulay Youssef شارع مولاي يوسف,33.6042229,-7.6328261,icons/restaurant.png
L'Hermitage,Restaurant sans nom,Restaurant,Formel,"Boulevard Abdelmoumen, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5655408,-7.6263134,icons/restaurant.png
Derb Ghallef درب غلف,Pharmacie wato صيدلية واطو,Parapharmacie,Formel,Pharmacie wato صيدلية واطو,33.5745662,-7.6303973,icons/pharmacy.png
Derb Ghallef درب غلف,Café Black Sky,Café,Formel,Café Black Sky,33.5737817,-7.6314742,icons/cafe.png
Derb Ghallef درب غلف,BIM batinia,Supermarché,Formel,BIM batinia,33.5746394,-7.6299306,icons/supermarket.png
Palmiers,Paul Cafe,Café,Formel,Paul Cafe,33.582557,-7.627125,icons/cafe.png
Assoukhour Assawda,Marjane,Supermarché,Formel,"Boulevard Ibn Tachfine, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5859021,-7.5930568,icons/supermarket.png
راسين,Papa John's,Restaurant,Formel,Rue Oumayma Essayeh زنقة أميمة السايح,33.587979,-7.6386446,icons/restaurant.png
راسين,Le Racine,Café,Formel,Rue Oumayma Essayeh زنقة أميمة السايح,33.5884367,-7.6388687,icons/cafe.png
راسين,dipndip,Café,Formel,Urban Square,33.5885831,-7.6406609,icons/cafe.png
راسين,Espressolab,Café,Formel,Urban Square,33.5886726,-7.6403217,icons/cafe.png
راسين,Pepe Luis,Restaurant,Formel,Urban Square,33.5887547,-7.6400219,icons/restaurant.png
راسين,Oh My Bun,Restaurant,Formel,Rue Normandie زنقة نورماندي,33.5883714,-7.6398773,icons/restaurant.png
راسين,Room 21,Café,Formel,Rue Normandie زنقة نورماندي,33.588443,-7.6398995,icons/cafe.png
راسين,Ahmet Chef,Restaurant,Formel,Boulevard d'Anfa شارع أنفا,33.5891458,-7.6402696,icons/restaurant.png
راسين,Celia Store,Supermarché,Formel,Rue Abou Yaala Al Ifrani زنقة أبو يلعى الإفراني,33.5886492,-7.6384436,icons/supermarket.png
راسين,Pharmacie Kheops,Parapharmacie,Formel,Rue Abou Yaala Al Ifrani زنقة أبو يلعى الإفراني,33.5886829,-7.6383703,icons/pharmacy.png
راسين,La Grande Brasserie,Restaurant,Formel,Rue Normandie زنقة نورماندي,33.5871666,-7.6395445,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,Burger King,Restaurant,Formel,Burger King,33.5637085,-7.6628617,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,ماكدونالدز,Restaurant,Formel,ماكدونالدز,33.5636967,-7.6630027,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,دجاج كنتاكي,Restaurant,Formel,دجاج كنتاكي,33.5637907,-7.662615,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,Dunkin',Restaurant,Formel,Dunkin',33.563312,-7.6635737,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,Marjane,Supermarché,Formel,Marjane,33.5632914,-7.6637711,icons/supermarket.png
Préfecture d'arrondissement de Hay Hassani,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5632692,-7.663828,icons/pharmacy.png
Casa Anfa,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5629704,-7.6636519,icons/pharmacy.png
CIL,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5675059,-7.6572414,icons/pharmacy.png
راسين,Chocochino,Café,Formel,Urban Square,33.588491,-7.6404604,icons/cafe.png
راسين,Japonico,Restaurant,Formel,Rue Al Mansour Saadi زنقة المنصور السعدي,33.5878325,-7.638078,icons/restaurant.png
راسين,BEX Coffee,Café,Formel,Rue Michel Ange زنقة ميشبل أنج,33.5906728,-7.637444,icons/cafe.png
راسين,Dunkin',Restaurant,Formel,Rue Michel Ange زنقة ميشبل أنج,33.5907244,-7.6373297,icons/restaurant.png
راسين,Gong Cha,Café,Formel,Boulevard d'Anfa شارع أنفا,33.5907787,-7.637218,icons/cafe.png
راسين,% Arabica,Café,Formel,Boulevard d'Anfa شارع أنفا,33.5908157,-7.6371164,icons/cafe.png
راسين,Milk + Honey,Restaurant,Formel,Rue Normandie زنقة نورماندي,33.588257,-7.6393618,icons/restaurant.png
راسين,Pastrama,Restaurant,Formel,Rue Oumayma Essayeh زنقة أميمة السايح,33.5872625,-7.6384661,icons/restaurant.png
راسين,La Grillardière,Restaurant,Formel,Rue Al Mansour Saadi زنقة المنصور السعدي,33.5883982,-7.6374661,icons/restaurant.png
Les Princesses,Pharmacie du Complexe Sportif,Parapharmacie,Formel,Rue Mamoun Mohamed زنقة مامون محمد,33.5795302,-7.6496175,icons/pharmacy.png
Beauséjour,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.5673187,-7.6542282,icons/convenience.png
Maârif,Dream Donuts & Coffee,Restaurant,Formel,"Rue El Kadi Iass زنقة القاضي إياس, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5858634,-7.6359647,icons/restaurant.png
راسين,Shiru Sushis,Restaurant,Formel,Rue Normandie زنقة نورماندي,33.5877628,-7.6396905,icons/restaurant.png
Arrondissement d'Aïn-Chock,حلويات الدار عند بشرى,Boulangerie,Formel,حلويات الدار عند بشرى,33.5358549,-7.6023708,icons/bakery.png
Préfecture d'arrondissement de Hay Hassani,HL Burger - Holy Choco - Crust & Grill,Restaurant,Formel,"Nationale Route Lissasfa, Casablanca,",33.5192231,-7.693517,icons/restaurant.png
Maârif Extension,Marjane,Supermarché,Formel,Rue Al Fourate زنقة الفرات,33.58076,-7.6415292,icons/supermarket.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Abou Ishak Chirazi, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5811865,-7.6422423,icons/convenience.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Abou Ishak Chirazi, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5811341,-7.6423016,icons/convenience.png
Maârif Extension,Mondial Market,Supérette / Mini-market,Formel,"Rue Abou Ishak Chirazi, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5808266,-7.6427583,icons/convenience.png
Maârif Extension,Café Gaya,Café,Formel,Café Gaya,33.5817058,-7.6436931,icons/cafe.png
Maârif Extension,Restaurant sans nom,Restaurant,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5801093,-7.6416269,icons/restaurant.png
Maârif Extension,Boulangerie d'Antan,Boulangerie,Formel,"Rue Al Fourate زنقة الفرات, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5809475,-7.6413897,icons/bakery.png
Maârif Extension,Picalla,Restaurant,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5806937,-7.6409454,icons/restaurant.png
Maârif Extension,Restaurant sans nom,Restaurant,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5807167,-7.6409225,icons/restaurant.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5807328,-7.6408999,icons/convenience.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5810079,-7.6405848,icons/convenience.png
Maârif Extension,Café Bourneix,Café,Formel,Café Bourneix,33.5798613,-7.6422831,icons/cafe.png
Maârif Extension,Pharmacie des Champions - صيدلية الأبطال,Parapharmacie,Formel,"Rue Brahim Nakhai زنقة إبراهيم النخعي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5816075,-7.6436672,icons/pharmacy.png
Maârif Extension,Café Wino,Café,Formel,"Rue Abou Ishak Chirazi, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.582204,-7.6408722,icons/cafe.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Abou Ishak Chirazi, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5813662,-7.6417189,icons/convenience.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Ibn Jilali Tajeddine زنقة إبن الجيلالي تاج الدين, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5815221,-7.6402524,icons/convenience.png
Maârif,Café sans nom,Café,Formel,"Boulevard Bir Anzarane شارع بئر أنزران, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5816762,-7.6395077,icons/cafe.png
Maârif,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Boulevard Bir Anzarane شارع بئر أنزران, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5817087,-7.6395588,icons/convenience.png
Maârif,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Boulevard Bir Anzarane شارع بئر أنزران, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5817311,-7.6395935,icons/convenience.png
Maârif Extension,RESTAURANT MONO-CLUB,Restaurant,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5815049,-7.6398128,icons/restaurant.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5814469,-7.6398593,icons/convenience.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Brahim Nakhai زنقة إبراهيم النخعي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5793815,-7.6414329,icons/convenience.png
Maârif Extension,Coin Vert,Supermarché,Formel,"Rue Abou Amrane El Fassi زنقة أبو عمران الفاسي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5796449,-7.6405726,icons/supermarket.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,"Rue Abou Amrane El Fassi زنقة أبو عمران الفاسي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5796852,-7.640525,icons/convenience.png
Maârif Extension,ZIZINE GRILLADERIE,Restaurant,Formel,"Rue Al Mansour Al Abidi زنقة المنصور العابدي, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5802931,-7.6411676,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,Pharmacie El Masjd El Habib,Parapharmacie,Formel,Pharmacie El Masjd El Habib,33.5361868,-7.693273,icons/pharmacy.png
Préfecture d'arrondissement de Hay Hassani,Pharmacie woroud saada,Parapharmacie,Formel,Pharmacie woroud saada,33.5341553,-7.6903995,icons/pharmacy.png
CIL,CIL market,Épicerie,Informel,CIL market,33.572348,-7.6572411,icons/greengrocer.png
Maârif,ستاربكس,Café,Formel,ستاربكس,33.5866985,-7.6386978,icons/cafe.png
راسين,Il Ferrarino,Restaurant,Formel,Il Ferrarino,33.5877316,-7.6423075,icons/restaurant.png
Préfecture d'arrondissement de Hay Hassani,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5685766,-7.6674865,icons/pharmacy.png
Préfecture d'arrondissement de Hay Hassani,Café sans nom,Café,Formel,Café sans nom,33.5684979,-7.6674702,icons/cafe.png
راسين,Dupond,Café,Formel,Urban Square,33.5884548,-7.6405969,icons/cafe.png
Dar Bouazza,Carrefour,Supermarché,Formel,Dar Bouazza ⴷⴰⵕ ⴱⵓⵄⵣⵣⴰ دار بوعزة,33.5139735,-7.8183603,icons/supermarket.png
Dar Bouazza,Pizza Hut,Restaurant,Formel,Dar Bouazza ⴷⴰⵕ ⴱⵓⵄⵣⵣⴰ دار بوعزة,33.5137405,-7.8191865,icons/restaurant.png
Ancienne Medina,Restaurant Les Fleurs مطعم الزهور,Restaurant,Formel,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5965112,-7.6144385,icons/restaurant.png
Maârif Extension,La Calidad,Boulangerie,Formel,Rue Ali Abderrazzak زنقة علي عبد الرزاق,33.5853739,-7.6457727,icons/bakery.png
Maârif,QUICK GRILL,Restaurant,Formel,"Rue El Hafid Salafi, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5811263,-7.6387412,icons/restaurant.png
Maârif Extension,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.5799469,-7.6398544,icons/convenience.png
Maârif Extension,BİM,Supérette / Mini-market,Formel,"Rue Al Ghadfa, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5801724,-7.6382087,icons/convenience.png
Arrondissement d'Al Fida,Bouchain doukali,Parapharmacie,Formel,Bouchain doukali,33.5631005,-7.5936696,icons/pharmacy.png
Ancienne Medina,Antic Palais,Café,Formel,Rue Idriss Lahrizi,33.5930557,-7.6169666,icons/cafe.png
Arrondissement d'Aïn-Chock,Carrefour Market,Supermarché,Formel,Carrefour Market,33.531131,-7.6226294,icons/supermarket.png
راسين,Caribou Coffee,Café,Formel,Boulevard d'Anfa شارع أنفا,33.590489,-7.6379172,icons/cafe.png
Maârif Extension,Le Mynt,Restaurant,Formel,Rue Ali Abderrazzak زنقة علي عبد الرزاق,33.5852973,-7.6458199,icons/restaurant.png
راسين,Sugar Hill,Café,Formel,Rue Ahmed El Mokri زنقة أحمد المقري,33.591347,-7.6388984,icons/cafe.png
راسين,Carrefour Express,Supérette / Mini-market,Formel,Rue Ahmed El Mokri زنقة أحمد المقري,33.5911972,-7.6388189,icons/convenience.png
El Hank,Pharmacie du Phare,Parapharmacie,Formel,Avenue Docteur Mohamed Sijelmassi شارع الدكتور محمد السجلماسي,33.5932456,-7.6432234,icons/pharmacy.png
راسين,Le Marly,Restaurant,Formel,Avenue Moulay Rachid شارع مولاي رشيد,33.5884516,-7.6449671,icons/restaurant.png
El Hank,Kamanja 55,Restaurant,Formel,Boulevard de la Corniche شارع الكورنيش,33.6050003,-7.6579226,icons/restaurant.png
Arrondissement de Sidi Othmane,Biker's Coffee,Café,Formel,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5587774,-7.5589618,icons/cafe.png
Arrondissement de Sidi Belyout,Fruits secs Ali,Supérette / Mini-market,Formel,Fruits secs Ali,33.5877474,-7.6186834,icons/convenience.png
Arrondissement de Sidi Belyout,Café Venezia,Café,Formel,Café Venezia,33.5877522,-7.618627,icons/cafe.png
Ancienne Medina,Kiosque sans nom,Kiosque,Informel,Kiosque sans nom,33.5900073,-7.6200497,icons/kiosk.png
Maârif,Pharmacie Danton,Parapharmacie,Formel,"Boulevard Bir Anzarane شارع بئر أنزران, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5803173,-7.6375599,icons/pharmacy.png
Maârif,Café COPA GABANA,Café,Formel,"Boulevard Bir Anzarane شارع بئر أنزران, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.580165,-7.63735,icons/cafe.png
راسين,Meat Point,Restaurant,Formel,Rue Normandie زنقة نورماندي,33.5880626,-7.6397864,icons/restaurant.png
Sour Jdid,King Tacos,Restaurant,Formel,Boulevard Ziraoui شارع الزيراوي,33.596206,-7.6313725,icons/restaurant.png
Val d'Anfa,Pharmacie Dune d'Anfa,Parapharmacie,Formel,Boulevard Driss Slaoui شارع إدريس السلاوي,33.5917909,-7.6544565,icons/pharmacy.png
Beauséjour,Carrefour Market,Supermarché,Formel,Rue Al Banafsaj زنقة البنفسج,33.5667786,-7.6514343,icons/supermarket.png
Sidi Moumen,NORSINE,Café,Formel,NORSINE,33.5771307,-7.5165583,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Obama,Café,Formel,Obama,33.5954718,-7.5390891,icons/cafe.png
Val d'Anfa,ستاربكس,Café,Formel,Boulevard Franklin Roosevelt شارع فرانكلين روزفلت,33.5899114,-7.6498659,icons/cafe.png
Val d'Anfa,Kôya,Restaurant,Formel,Kôya,33.5934607,-7.6548347,icons/restaurant.png
Val d'Anfa,Café Society 1920,Café,Formel,Boulevard Driss Slaoui شارع إدريس السلاوي,33.5959122,-7.6550058,icons/cafe.png
Val d'Anfa,Leopard,Restaurant,Formel,Boulevard Driss Slaoui شارع إدريس السلاوي,33.5998233,-7.6549199,icons/restaurant.png
Val d'Anfa,L'Avenue,Restaurant,Formel,Boulevard Driss Slaoui شارع إدريس السلاوي,33.6006691,-7.6550357,icons/restaurant.png
Val d'Anfa,Cézanne,Restaurant,Formel,Boulevard Driss Slaoui شارع إدريس السلاوي,33.6010073,-7.6550527,icons/restaurant.png
Val d'Anfa,Etçi Mehmet,Restaurant,Formel,Boulevard Driss Slaoui شارع إدريس السلاوي,33.6032711,-7.6570838,icons/restaurant.png
Maârif Extension,L'Abri,Restaurant,Formel,Boulevard Bir Anzarane شارع بئر أنزران,33.5868365,-7.6474582,icons/restaurant.png
Bourgogne,Chili's,Restaurant,Formel,Boulevard Abdelkrim El Khattabi شارع عبد الكريم الخطابي,33.5874321,-7.6484003,icons/restaurant.png
CIL,Yo Ti Tam,Restaurant,Formel,Boulevard Sidi Abderrahmane شارع سيدي عبد الرحمان,33.5680095,-7.6589079,icons/restaurant.png
CIL,Little Mamma,Restaurant,Formel,Boulevard Sidi Abderrahmane شارع سيدي عبد الرحمان,33.5686915,-7.660003,icons/restaurant.png
CIL,Trois W,Café,Formel,Boulevard Ibnou Sina شارع ابن سينا,33.5725173,-7.6668842,icons/cafe.png
Anfa Supérieur,Al Tazaj الطازج,Restaurant,Formel,Boulevard de la Corniche شارع الكورنيش,33.5959316,-7.6744327,icons/restaurant.png
Val d'Anfa,ماكدونالدز,Restaurant,Formel,Boulevard de la Corniche شارع الكورنيش,33.6012598,-7.66158,icons/restaurant.png
Bourgogne,Espace Bader,Restaurant,Formel,Rue Annaba زنقة عنابة,33.5953806,-7.6399885,icons/restaurant.png
Les Princesses,Shanghai Garden,Restaurant,Formel,Rue Mamoun Mohamed زنقة مامون محمد,33.5794073,-7.6505023,icons/restaurant.png
Les Princesses,Dupond,Café,Formel,Dupond,33.5793092,-7.6555099,icons/cafe.png
Maârif Extension,Marché des Fleurs ⴳⴰⴷⴰⵣ ⵏ ⵉⵊⴷⴷⵉⴳⵏ سوق الزهور,Épicerie,Informel,Rue Normandie زنقة نورماندي,33.5830208,-7.6404556,icons/greengrocer.png
Arrondissement d'Aïn-Chock,Zini,Café,Formel,Zini,33.5101691,-7.6565816,icons/cafe.png
